"treatment","measurement","time","dens","temp","group"
"C",14,304.3,0,30,"cil"
"C",14,304.3,0,30,"cil"
"D",14,304.3,0,30,"cil"
"D",14,304.3,0,30,"cil"
"D",14,304.3,0,30,"cil"
"D",14,304.3,0,30,"cil"
"D",14,304.3,0,30,"cil"
"D",14,304.3,0,30,"cil"
"A",15,329.3,0,30,"cil"
"A",15,329.3,0,30,"cil"
"A",15,329.3,0,30,"cil"
"B",15,329.3,0,30,"cil"
"B",15,329.3,0,30,"cil"
"B",15,329.3,0,30,"cil"
"B",15,329.3,0,30,"cil"
"B",15,329.3,0,30,"cil"
"C",15,329.3,0,30,"cil"
"C",15,329.3,0,30,"cil"
"C",15,329.3,0,30,"cil"
"C",15,329.3,0,30,"cil"
"D",15,329.3,0,30,"cil"
"D",15,329.3,0,30,"cil"
"D",15,329.3,0,30,"cil"
"D",15,329.3,0,30,"cil"
"D",15,329.3,0,30,"cil"
"A",16,353.3,0,30,"cil"
"A",16,353.3,0,30,"cil"
"A",16,353.3,0,30,"cil"
"B",16,353.3,0,30,"cil"
"B",16,353.3,0,30,"cil"
"B",16,353.3,0,30,"cil"
"B",16,353.3,0,30,"cil"
"B",16,353.3,0,30,"cil"
"C",16,353.3,0,30,"cil"
"C",16,353.3,0,30,"cil"
"C",16,353.3,0,30,"cil"
"C",16,353.3,0,30,"cil"
"C",16,353.3,0,30,"cil"
"D",16,353.3,0,30,"cil"
"D",16,353.3,0,30,"cil"
"D",16,353.3,0,30,"cil"
"D",16,353.3,0,30,"cil"
"A",17,377.3,0,30,"cil"
"A",17,377.3,0,30,"cil"
"A",17,377.3,0,30,"cil"
"B",17,377.3,0,30,"cil"
"B",17,377.3,0,30,"cil"
"B",17,377.3,0,30,"cil"
"B",17,377.3,0,30,"cil"
"B",17,377.3,0,30,"cil"
"C",17,377.3,0,30,"cil"
"C",17,377.3,0,30,"cil"
"C",17,377.3,0,30,"cil"
"D",17,377.3,0,30,"cil"
"D",17,377.3,0,30,"cil"
"D",17,377.3,0,30,"cil"
"D",17,377.3,0,30,"cil"
"A",18,401.3,0,30,"cil"
"A",18,401.3,0,30,"cil"
"A",18,401.3,0,30,"cil"
"B",18,401.3,0,30,"cil"
"B",18,401.3,0,30,"cil"
"B",18,401.3,0,30,"cil"
"B",18,401.3,0,30,"cil"
"B",18,401.3,0,30,"cil"
"C",18,401.3,0,30,"cil"
"C",18,401.3,0,30,"cil"
"C",18,401.3,0,30,"cil"
"C",18,401.3,0,30,"cil"
"D",18,401.3,0,30,"cil"
"D",18,401.3,0,30,"cil"
"A",19,425.3,0,30,"cil"
"A",19,425.3,0,30,"cil"
"A",19,425.3,0,30,"cil"
"B",19,425.3,0,30,"cil"
"B",19,425.3,0,30,"cil"
"B",19,425.3,0,30,"cil"
"C",19,425.3,0,30,"cil"
"C",19,425.3,0,30,"cil"
"C",19,425.3,0,30,"cil"
"C",19,425.3,0,30,"cil"
"C",19,425.3,0,30,"cil"
"D",19,425.3,0,30,"cil"
"A",20,449.8,0,30,"cil"
"A",20,449.8,0,30,"cil"
"A",20,449.8,0,30,"cil"
"B",20,449.8,0,30,"cil"
"B",20,449.8,0,30,"cil"
"C",20,449.8,0,30,"cil"
"C",20,449.8,0,30,"cil"
"C",20,449.8,0,30,"cil"
"D",20,449.8,0,30,"cil"
"A",21,472.3,0,30,"cil"
"A",21,472.3,0,30,"cil"
"A",21,472.3,0,30,"cil"
"C",21,472.3,0,30,"cil"
"A",22,497.8,0,30,"cil"
"A",22,497.8,0,30,"cil"
"A",22,497.8,0,30,"cil"
"C",22,497.8,0,30,"cil"
"C",22,497.8,0,30,"cil"
"D",22,497.8,0,30,"cil"
"D",22,497.8,0,30,"cil"
"A",23,520.8,0,30,"cil"
"A",23,520.8,0,30,"cil"
"A",23,520.8,0,30,"cil"
"B",23,520.8,0,30,"cil"
"C",23,522.8,0,30,"cil"
"C",23,522.8,0,30,"cil"
"D",23,522.8,0,30,"cil"
"A",24,544.8,0,30,"cil"
"A",24,544.8,0,30,"cil"
"A",24,544.8,0,30,"cil"
"B",24,544.8,0,30,"cil"
"B",24,544.8,0,30,"cil"
"B",24,544.8,0,30,"cil"
"C",24,544.8,0,30,"cil"
"C",24,544.8,0,30,"cil"
"D",24,544.8,0,30,"cil"
"D",24,544.8,0,30,"cil"
"D",24,544.8,0,30,"cil"
"A",25,570.3,0,30,"cil"
"A",25,570.3,0,30,"cil"
"A",25,570.3,0,30,"cil"
"B",25,570.3,0,30,"cil"
"B",25,570.3,0,30,"cil"
"B",25,570.3,0,30,"cil"
"B",25,570.3,0,30,"cil"
"B",25,570.3,0,30,"cil"
"B",25,570.3,0,30,"cil"
"C",25,570.3,0,30,"cil"
"C",25,570.3,0,30,"cil"
"C",25,570.3,0,30,"cil"
"C",25,570.3,0,30,"cil"
"D",25,570.3,0,30,"cil"
"D",25,570.3,0,30,"cil"
"D",25,570.3,0,30,"cil"
"D",25,570.3,0,30,"cil"
"D",25,570.3,0,30,"cil"
"D",25,570.3,0,30,"cil"
"A",26,600.8,0,30,"cil"
"A",26,600.8,0,30,"cil"
"A",26,600.8,0,30,"cil"
"B",26,600.8,0,30,"cil"
"B",26,600.8,0,30,"cil"
"B",26,600.8,0,30,"cil"
"B",26,600.8,0,30,"cil"
"B",26,600.8,0,30,"cil"
"B",26,600.8,0,30,"cil"
"C",26,600.8,0,30,"cil"
"C",26,600.8,0,30,"cil"
"C",26,600.8,0,30,"cil"
"C",26,600.8,0,30,"cil"
"D",26,600.8,0,30,"cil"
"D",26,600.8,0,30,"cil"
"D",26,600.8,0,30,"cil"
"D",26,600.8,0,30,"cil"
"D",26,600.8,0,30,"cil"
"A",27,625.8,0,30,"cil"
"A",27,625.8,0,30,"cil"
"A",27,625.8,0,30,"cil"
"B",27,625.8,0,30,"cil"
"B",27,625.8,0,30,"cil"
"B",27,625.8,0,30,"cil"
"B",27,625.8,0,30,"cil"
"C",27,625.8,0,30,"cil"
"C",27,625.8,0,30,"cil"
"C",27,625.8,0,30,"cil"
"C",27,625.8,0,30,"cil"
"D",27,625.8,0,30,"cil"
"D",27,625.8,0,30,"cil"
"D",27,625.8,0,30,"cil"
"D",27,625.8,0,30,"cil"
"A",28,640.3,0,30,"cil"
"A",28,640.3,0,30,"cil"
"A",28,640.3,0,30,"cil"
"B",28,640.3,0,30,"cil"
"B",28,640.3,0,30,"cil"
"B",28,640.3,0,30,"cil"
"B",28,640.3,0,30,"cil"
"B",28,640.3,0,30,"cil"
"B",28,640.3,0,30,"cil"
"C",28,640.3,0,30,"cil"
"C",28,640.3,0,30,"cil"
"C",28,640.3,0,30,"cil"
"C",28,640.3,0,30,"cil"
"C",28,640.3,0,30,"cil"
"C",28,640.3,0,30,"cil"
"D",28,640.3,0,30,"cil"
"D",28,640.3,0,30,"cil"
"D",28,640.3,0,30,"cil"
"D",28,640.3,0,30,"cil"
"D",28,640.3,0,30,"cil"
"D",28,640.3,0,30,"cil"
"A",29,670.3,0,30,"cil"
"A",29,670.3,0,30,"cil"
"A",29,670.3,0,30,"cil"
"B",29,670.3,0,30,"cil"
"B",29,670.3,0,30,"cil"
"B",29,670.3,0,30,"cil"
"B",29,670.3,0,30,"cil"
"B",29,670.3,0,30,"cil"
"B",29,670.3,0,30,"cil"
"C",29,670.3,0,30,"cil"
"C",29,670.3,0,30,"cil"
"C",29,670.3,0,30,"cil"
"C",29,670.3,0,30,"cil"
"C",29,670.3,0,30,"cil"
"C",29,670.3,0,30,"cil"
"D",29,670.3,0,30,"cil"
"D",29,670.3,0,30,"cil"
"D",29,670.3,0,30,"cil"
"D",29,670.3,0,30,"cil"
"D",29,670.3,0,30,"cil"
"D",29,670.3,0,30,"cil"
"A",30,689.8,0,30,"cil"
"A",30,689.8,0,30,"cil"
"A",30,689.8,0,30,"cil"
"B",30,689.8,0,30,"cil"
"B",30,689.8,0,30,"cil"
"B",30,689.8,0,30,"cil"
"B",30,689.8,0,30,"cil"
"B",30,689.8,0,30,"cil"
"B",30,689.8,0,30,"cil"
"C",30,689.8,0,30,"cil"
"C",30,689.8,0,30,"cil"
"C",30,689.8,0,30,"cil"
"C",30,689.8,0,30,"cil"
"C",30,689.8,0,30,"cil"
"C",30,689.8,0,30,"cil"
"D",30,689.8,0,30,"cil"
"D",30,689.8,0,30,"cil"
"D",30,689.8,0,30,"cil"
"D",30,689.8,0,30,"cil"
"D",30,689.8,0,30,"cil"
"D",30,689.8,0,30,"cil"
"A",31,714.3,0,30,"cil"
"A",31,714.3,0,30,"cil"
"A",31,714.3,0,30,"cil"
"B",31,714.3,0,30,"cil"
"B",31,714.3,0,30,"cil"
"B",31,714.3,0,30,"cil"
"B",31,714.3,0,30,"cil"
"B",31,714.3,0,30,"cil"
"B",31,714.3,0,30,"cil"
"C",31,714.3,0,30,"cil"
"C",31,714.3,0,30,"cil"
"C",31,714.3,0,30,"cil"
"C",31,714.3,0,30,"cil"
"C",31,714.3,0,30,"cil"
"C",31,714.3,0,30,"cil"
"D",31,714.3,0,30,"cil"
"D",31,714.3,0,30,"cil"
"D",31,714.3,0,30,"cil"
"D",31,714.3,0,30,"cil"
"D",31,714.3,0,30,"cil"
"D",31,714.3,0,30,"cil"
"A",32,738.8,0,30,"cil"
"A",32,738.8,0,30,"cil"
"A",32,738.8,0,30,"cil"
"B",32,738.8,0,30,"cil"
"B",32,738.8,0,30,"cil"
"B",32,738.8,0,30,"cil"
"B",32,738.8,0,30,"cil"
"B",32,738.8,0,30,"cil"
"B",32,738.8,0,30,"cil"
"C",32,738.8,0,30,"cil"
"C",32,738.8,0,30,"cil"
"C",32,738.8,0,30,"cil"
"C",32,738.8,0,30,"cil"
"C",32,738.8,0,30,"cil"
"C",32,738.8,0,30,"cil"
"D",32,738.8,0,30,"cil"
"D",32,738.8,0,30,"cil"
"D",32,738.8,0,30,"cil"
"D",32,738.8,0,30,"cil"
"D",32,738.8,0,30,"cil"
"D",32,738.8,0,30,"cil"
"A",33,763.8,0,30,"cil"
"A",33,763.8,0,30,"cil"
"A",33,763.8,0,30,"cil"
"B",33,763.8,0,30,"cil"
"B",33,763.8,0,30,"cil"
"B",33,763.8,0,30,"cil"
"B",33,763.8,0,30,"cil"
"B",33,763.8,0,30,"cil"
"B",33,763.8,0,30,"cil"
"C",33,763.8,0,30,"cil"
"C",33,763.8,0,30,"cil"
"C",33,763.8,0,30,"cil"
"C",33,763.8,0,30,"cil"
"C",33,763.8,0,30,"cil"
"C",33,763.8,0,30,"cil"
"D",33,763.8,0,30,"cil"
"D",33,763.8,0,30,"cil"
"D",33,763.8,0,30,"cil"
"D",33,763.8,0,30,"cil"
"D",33,763.8,0,30,"cil"
"D",33,763.8,0,30,"cil"
"A",34,787.8,0,30,"cil"
"A",34,787.8,0,30,"cil"
"A",34,787.8,0,30,"cil"
"B",34,787.8,0,30,"cil"
"B",34,787.8,0,30,"cil"
"B",34,787.8,0,30,"cil"
"B",34,787.8,0,30,"cil"
"B",34,787.8,0,30,"cil"
"B",34,787.8,0,30,"cil"
"C",34,787.8,0,30,"cil"
"C",34,787.8,0,30,"cil"
"C",34,787.8,0,30,"cil"
"C",34,787.8,0,30,"cil"
"C",34,787.8,0,30,"cil"
"C",34,787.8,0,30,"cil"
"D",34,787.8,0,30,"cil"
"D",34,787.8,0,30,"cil"
"D",34,787.8,0,30,"cil"
"D",34,787.8,0,30,"cil"
"D",34,787.8,0,30,"cil"
"D",34,787.8,0,30,"cil"
"A",35,813.8,0,30,"cil"
"A",35,813.8,0,30,"cil"
"A",35,813.8,0,30,"cil"
"B",35,813.8,0,30,"cil"
"B",35,813.8,0,30,"cil"
"B",35,813.8,0,30,"cil"
"B",35,813.8,0,30,"cil"
"B",35,813.8,0,30,"cil"
"B",35,813.8,0,30,"cil"
"C",35,813.8,0,30,"cil"
"C",35,813.8,0,30,"cil"
"C",35,813.8,0,30,"cil"
"C",35,813.8,0,30,"cil"
"C",35,813.8,0,30,"cil"
"C",35,813.8,0,30,"cil"
"D",35,813.8,0,30,"cil"
"D",35,813.8,0,30,"cil"
"D",35,813.8,0,30,"cil"
"D",35,813.8,0,30,"cil"
"D",35,813.8,0,30,"cil"
"D",35,813.8,0,30,"cil"
"A",36,834.3,0,30,"cil"
"A",36,834.3,0,30,"cil"
"A",36,834.3,0,30,"cil"
"A",37,857.8,0,30,"cil"
"A",37,857.8,0,30,"cil"
"A",37,857.8,0,30,"cil"
"A",38,881.3,0,30,"cil"
"A",38,881.3,0,30,"cil"
"A",38,881.3,0,30,"cil"
"A",39,911.8,0,30,"cil"
"A",39,911.8,0,30,"cil"
"A",39,911.8,0,30,"cil"
"A",40,930.8,0,30,"cil"
"A",40,930.8,0,30,"cil"
"A",40,930.8,0,30,"cil"
"A",41,957.3,0,30,"cil"
"A",41,957.3,0,30,"cil"
"A",41,957.3,0,30,"cil"
"A",42,976.3,0,30,"cil"
"A",42,976.3,0,30,"cil"
"A",42,976.3,0,30,"cil"
"A",43,995.3,0,30,"cil"
"A",43,995.3,0,30,"cil"
"A",43,995.3,0,30,"cil"
"A",44,1020.8,0,30,"cil"
"A",44,1020.8,0,30,"cil"
"A",44,1020.8,0,30,"cil"
"A",45,1048.8,0,30,"cil"
"A",45,1048.8,0,30,"cil"
"A",45,1048.8,0,30,"cil"
"A",46,1068.4,0,30,"cil"
"A",46,1068.4,0,30,"cil"
"A",46,1068.4,0,30,"cil"
"A",47,1093.8,0,30,"cil"
"A",47,1093.8,0,30,"cil"
"A",47,1093.8,0,30,"cil"
"A",48,1117.3,0,30,"cil"
"A",48,1117.3,0,30,"cil"
"A",48,1117.3,0,30,"cil"
"A",49,1144.8,0,30,"cil"
"A",49,1144.8,0,30,"cil"
"A",49,1144.8,0,30,"cil"
"A",50,1164.8,0,30,"cil"
"A",50,1164.8,0,30,"cil"
"A",50,1164.8,0,30,"cil"
"B",18,401.3,0.3125,15,"cil"
"B",18,401.3,0.3125,15,"cil"
"C",18,401.3,0.3125,15,"cil"
"C",18,401.3,0.3125,15,"cil"
"C",18,401.3,0.3125,15,"cil"
"B",19,425.3,0.3125,15,"cil"
"D",19,425.3,0.3125,15,"cil"
"D",20,449.8,0.3125,15,"cil"
"B",21,472.3,0.3125,15,"cil"
"B",22,497.8,0.3125,15,"cil"
"B",22,497.8,0.3125,15,"cil"
"C",22,497.8,0.3125,15,"cil"
"D",22,497.8,0.3125,15,"cil"
"D",23,522.8,0.3125,15,"cil"
"C",24,544.8,0.3125,15,"cil"
"C",24,544.8,0.3125,15,"cil"
"B",25,570.3,0.3125,15,"cil"
"B",25,570.3,0.3125,15,"cil"
"B",25,570.3,0.3125,15,"cil"
"C",25,570.3,0.3125,15,"cil"
"C",25,570.3,0.3125,15,"cil"
"D",25,570.3,0.3125,15,"cil"
"D",25,570.3,0.3125,15,"cil"
"D",25,570.3,0.3125,15,"cil"
"D",25,570.3,0.3125,15,"cil"
"B",26,600.8,0.3125,15,"cil"
"C",26,600.8,0.3125,15,"cil"
"D",26,600.8,0.3125,15,"cil"
"B",27,625.8,0.3125,15,"cil"
"B",27,625.8,0.3125,15,"cil"
"B",27,625.8,0.3125,15,"cil"
"C",27,625.8,0.3125,15,"cil"
"C",27,625.8,0.3125,15,"cil"
"D",27,625.8,0.3125,15,"cil"
"D",27,625.8,0.3125,15,"cil"
"B",28,640.3,0.3125,15,"cil"
"B",28,640.3,0.3125,15,"cil"
"B",28,640.3,0.3125,15,"cil"
"B",28,640.3,0.3125,15,"cil"
"C",28,640.3,0.3125,15,"cil"
"D",28,640.3,0.3125,15,"cil"
"B",29,670.3,0.3125,15,"cil"
"B",29,670.3,0.3125,15,"cil"
"B",29,670.3,0.3125,15,"cil"
"C",29,670.3,0.3125,15,"cil"
"D",29,670.3,0.3125,15,"cil"
"D",29,670.3,0.3125,15,"cil"
"B",30,689.8,0.3125,15,"cil"
"C",30,689.8,0.3125,15,"cil"
"D",30,689.8,0.3125,15,"cil"
"D",30,689.8,0.3125,15,"cil"
"D",30,689.8,0.3125,15,"cil"
"B",31,714.3,0.3125,15,"cil"
"B",31,714.3,0.3125,15,"cil"
"B",31,714.3,0.3125,15,"cil"
"C",31,714.3,0.3125,15,"cil"
"C",31,714.3,0.3125,15,"cil"
"D",31,714.3,0.3125,15,"cil"
"B",32,738.8,0.3125,15,"cil"
"B",32,738.8,0.3125,15,"cil"
"D",32,738.8,0.3125,15,"cil"
"D",32,738.8,0.3125,15,"cil"
"D",32,738.8,0.3125,15,"cil"
"D",33,763.8,0.3125,15,"cil"
"D",33,763.8,0.3125,15,"cil"
"D",33,763.8,0.3125,15,"cil"
"C",34,787.8,0.3125,15,"cil"
"C",34,787.8,0.3125,15,"cil"
"C",34,787.8,0.3125,15,"cil"
"D",34,787.8,0.3125,15,"cil"
"D",34,787.8,0.3125,15,"cil"
"B",35,813.8,0.3125,15,"cil"
"B",35,813.8,0.3125,15,"cil"
"C",35,813.8,0.3125,15,"cil"
"D",35,813.8,0.3125,15,"cil"
"B",36,834.3,0.3125,15,"cil"
"D",36,834.3,0.3125,15,"cil"
"D",36,834.3,0.3125,15,"cil"
"B",37,857.8,0.3125,15,"cil"
"B",37,857.8,0.3125,15,"cil"
"D",37,857.8,0.3125,15,"cil"
"D",37,857.8,0.3125,15,"cil"
"B",38,881.3,0.3125,15,"cil"
"D",38,881.3,0.3125,15,"cil"
"D",38,881.3,0.3125,15,"cil"
"D",38,881.3,0.3125,15,"cil"
"B",39,911.8,0.3125,15,"cil"
"B",39,911.8,0.3125,15,"cil"
"C",39,911.8,0.3125,15,"cil"
"D",39,911.8,0.3125,15,"cil"
"D",39,911.8,0.3125,15,"cil"
"C",40,930.8,0.3125,15,"cil"
"D",40,930.8,0.3125,15,"cil"
"D",40,930.8,0.3125,15,"cil"
"D",40,930.8,0.3125,15,"cil"
"D",40,930.8,0.3125,15,"cil"
"B",41,957.3,0.3125,15,"cil"
"C",41,957.3,0.3125,15,"cil"
"D",41,957.3,0.3125,15,"cil"
"D",41,957.3,0.3125,15,"cil"
"D",41,957.3,0.3125,15,"cil"
"C",42,976.3,0.3125,15,"cil"
"D",42,976.3,0.3125,15,"cil"
"D",42,976.3,0.3125,15,"cil"
"D",42,976.3,0.3125,15,"cil"
"D",42,976.3,0.3125,15,"cil"
"C",43,995.3,0.3125,15,"cil"
"D",43,995.3,0.3125,15,"cil"
"D",43,995.3,0.3125,15,"cil"
"D",43,995.3,0.3125,15,"cil"
"C",44,1020.8,0.3125,15,"cil"
"D",44,1020.8,0.3125,15,"cil"
"B",45,1048.8,0.3125,15,"cil"
"C",45,1048.8,0.3125,15,"cil"
"C",45,1048.8,0.3125,15,"cil"
"D",45,1048.8,0.3125,15,"cil"
"D",45,1048.8,0.3125,15,"cil"
"D",45,1048.8,0.3125,15,"cil"
"B",46,1068.4,0.3125,15,"cil"
"B",46,1068.4,0.3125,15,"cil"
"B",46,1068.4,0.3125,15,"cil"
"B",46,1068.4,0.3125,15,"cil"
"C",46,1068.4,0.3125,15,"cil"
"C",46,1068.4,0.3125,15,"cil"
"D",46,1068.4,0.3125,15,"cil"
"B",47,1093.8,0.3125,15,"cil"
"B",47,1093.8,0.3125,15,"cil"
"B",47,1093.8,0.3125,15,"cil"
"C",47,1093.8,0.3125,15,"cil"
"C",47,1093.8,0.3125,15,"cil"
"C",47,1093.8,0.3125,15,"cil"
"D",47,1093.8,0.3125,15,"cil"
"B",48,1117.3,0.3125,15,"cil"
"B",48,1117.3,0.3125,15,"cil"
"C",48,1117.3,0.3125,15,"cil"
"C",48,1117.3,0.3125,15,"cil"
"C",48,1117.3,0.3125,15,"cil"
"D",48,1117.3,0.3125,15,"cil"
"B",49,1144.8,0.3125,15,"cil"
"B",17,377.3,0.3125,20,"cil"
"D",18,401.3,0.3125,20,"cil"
"B",20,449.8,0.3125,20,"cil"
"B",22,497.8,0.3125,20,"cil"
"B",22,497.8,0.3125,20,"cil"
"B",24,544.8,0.3125,20,"cil"
"B",25,570.3,0.3125,20,"cil"
"B",25,570.3,0.3125,20,"cil"
"B",25,570.3,0.3125,20,"cil"
"B",26,600.8,0.3125,20,"cil"
"C",26,600.8,0.3125,20,"cil"
"C",26,600.8,0.3125,20,"cil"
"D",26,600.8,0.3125,20,"cil"
"C",27,625.8,0.3125,20,"cil"
"C",27,625.8,0.3125,20,"cil"
"D",27,625.8,0.3125,20,"cil"
"D",27,625.8,0.3125,20,"cil"
"D",27,625.8,0.3125,20,"cil"
"D",27,625.8,0.3125,20,"cil"
"B",28,640.3,0.3125,20,"cil"
"C",28,640.3,0.3125,20,"cil"
"D",28,640.3,0.3125,20,"cil"
"D",29,670.3,0.3125,20,"cil"
"B",31,714.3,0.3125,20,"cil"
"B",31,714.3,0.3125,20,"cil"
"B",32,738.8,0.3125,20,"cil"
"B",32,738.8,0.3125,20,"cil"
"C",32,738.8,0.3125,20,"cil"
"B",33,763.8,0.3125,20,"cil"
"B",33,763.8,0.3125,20,"cil"
"C",33,763.8,0.3125,20,"cil"
"D",33,763.8,0.3125,20,"cil"
"B",34,787.8,0.3125,20,"cil"
"B",34,787.8,0.3125,20,"cil"
"C",34,787.8,0.3125,20,"cil"
"D",34,787.8,0.3125,20,"cil"
"C",35,813.8,0.3125,20,"cil"
"C",35,813.8,0.3125,20,"cil"
"D",35,813.8,0.3125,20,"cil"
"B",36,834.3,0.3125,20,"cil"
"B",36,834.3,0.3125,20,"cil"
"C",36,834.3,0.3125,20,"cil"
"B",37,857.8,0.3125,20,"cil"
"C",37,857.8,0.3125,20,"cil"
"C",37,857.8,0.3125,20,"cil"
"B",38,881.3,0.3125,20,"cil"
"C",38,881.3,0.3125,20,"cil"
"C",38,881.3,0.3125,20,"cil"
"C",38,881.3,0.3125,20,"cil"
"B",39,911.8,0.3125,20,"cil"
"B",39,911.8,0.3125,20,"cil"
"D",39,911.8,0.3125,20,"cil"
"B",40,930.8,0.3125,20,"cil"
"D",40,930.8,0.3125,20,"cil"
"B",41,957.3,0.3125,20,"cil"
"B",41,957.3,0.3125,20,"cil"
"B",41,957.3,0.3125,20,"cil"
"D",41,957.3,0.3125,20,"cil"
"D",41,957.3,0.3125,20,"cil"
"D",41,957.3,0.3125,20,"cil"
"D",41,957.3,0.3125,20,"cil"
"B",42,976.3,0.3125,20,"cil"
"B",42,976.3,0.3125,20,"cil"
"D",42,976.3,0.3125,20,"cil"
"D",42,976.3,0.3125,20,"cil"
"D",42,976.3,0.3125,20,"cil"
"D",42,976.3,0.3125,20,"cil"
"B",43,995.3,0.3125,20,"cil"
"B",43,995.3,0.3125,20,"cil"
"D",43,995.3,0.3125,20,"cil"
"D",43,995.3,0.3125,20,"cil"
"B",44,1020.8,0.3125,20,"cil"
"B",44,1020.8,0.3125,20,"cil"
"C",44,1020.8,0.3125,20,"cil"
"C",44,1020.8,0.3125,20,"cil"
"D",44,1020.8,0.3125,20,"cil"
"D",44,1020.8,0.3125,20,"cil"
"B",45,1048.8,0.3125,20,"cil"
"B",45,1048.8,0.3125,20,"cil"
"B",45,1048.8,0.3125,20,"cil"
"B",45,1048.8,0.3125,20,"cil"
"D",45,1048.8,0.3125,20,"cil"
"D",45,1048.8,0.3125,20,"cil"
"B",46,1068.4,0.3125,20,"cil"
"B",46,1068.4,0.3125,20,"cil"
"B",46,1068.4,0.3125,20,"cil"
"B",46,1068.4,0.3125,20,"cil"
"C",46,1068.4,0.3125,20,"cil"
"D",46,1068.4,0.3125,20,"cil"
"D",46,1068.4,0.3125,20,"cil"
"D",46,1068.4,0.3125,20,"cil"
"B",47,1093.8,0.3125,20,"cil"
"B",47,1093.8,0.3125,20,"cil"
"B",47,1093.8,0.3125,20,"cil"
"D",47,1093.8,0.3125,20,"cil"
"B",48,1117.3,0.3125,20,"cil"
"B",48,1117.3,0.3125,20,"cil"
"B",48,1117.3,0.3125,20,"cil"
"D",48,1117.3,0.3125,20,"cil"
"B",17,377.3,0.3125,25,"cil"
"D",17,377.3,0.3125,25,"cil"
"D",17,377.3,0.3125,25,"cil"
"C",18,401.3,0.3125,25,"cil"
"D",18,401.3,0.3125,25,"cil"
"D",18,401.3,0.3125,25,"cil"
"D",19,425.3,0.3125,25,"cil"
"D",19,425.3,0.3125,25,"cil"
"D",19,425.3,0.3125,25,"cil"
"D",19,425.3,0.3125,25,"cil"
"D",20,449.8,0.3125,25,"cil"
"D",20,449.8,0.3125,25,"cil"
"C",21,472.3,0.3125,25,"cil"
"D",21,472.3,0.3125,25,"cil"
"D",21,472.3,0.3125,25,"cil"
"D",21,472.3,0.3125,25,"cil"
"C",22,497.8,0.3125,25,"cil"
"D",22,497.8,0.3125,25,"cil"
"D",22,497.8,0.3125,25,"cil"
"D",22,497.8,0.3125,25,"cil"
"B",23,520.8,0.3125,25,"cil"
"B",23,521.8,0.3125,25,"cil"
"D",23,522.8,0.3125,25,"cil"
"D",23,522.8,0.3125,25,"cil"
"D",23,522.8,0.3125,25,"cil"
"D",23,522.8,0.3125,25,"cil"
"B",24,544.8,0.3125,25,"cil"
"B",24,544.8,0.3125,25,"cil"
"B",24,544.8,0.3125,25,"cil"
"C",24,544.8,0.3125,25,"cil"
"C",24,544.8,0.3125,25,"cil"
"D",24,544.8,0.3125,25,"cil"
"D",24,544.8,0.3125,25,"cil"
"D",24,544.8,0.3125,25,"cil"
"B",25,570.3,0.3125,25,"cil"
"B",25,570.3,0.3125,25,"cil"
"D",25,570.3,0.3125,25,"cil"
"C",26,600.8,0.3125,25,"cil"
"C",26,600.8,0.3125,25,"cil"
"C",26,600.8,0.3125,25,"cil"
"D",26,600.8,0.3125,25,"cil"
"B",27,625.8,0.3125,25,"cil"
"C",27,625.8,0.3125,25,"cil"
"C",27,625.8,0.3125,25,"cil"
"C",27,625.8,0.3125,25,"cil"
"D",27,625.8,0.3125,25,"cil"
"D",27,625.8,0.3125,25,"cil"
"B",28,640.3,0.3125,25,"cil"
"B",28,640.3,0.3125,25,"cil"
"B",28,640.3,0.3125,25,"cil"
"C",28,640.3,0.3125,25,"cil"
"C",28,640.3,0.3125,25,"cil"
"C",28,640.3,0.3125,25,"cil"
"D",28,640.3,0.3125,25,"cil"
"B",29,670.3,0.3125,25,"cil"
"B",29,670.3,0.3125,25,"cil"
"B",29,670.3,0.3125,25,"cil"
"C",29,670.3,0.3125,25,"cil"
"D",29,670.3,0.3125,25,"cil"
"B",30,689.8,0.3125,25,"cil"
"B",30,689.8,0.3125,25,"cil"
"B",30,689.8,0.3125,25,"cil"
"C",30,689.8,0.3125,25,"cil"
"D",30,689.8,0.3125,25,"cil"
"D",30,689.8,0.3125,25,"cil"
"B",31,714.3,0.3125,25,"cil"
"D",31,714.3,0.3125,25,"cil"
"B",32,738.8,0.3125,25,"cil"
"B",33,763.8,0.3125,25,"cil"
"B",33,763.8,0.3125,25,"cil"
"D",33,763.8,0.3125,25,"cil"
"D",33,763.8,0.3125,25,"cil"
"C",34,787.8,0.3125,25,"cil"
"B",35,813.8,0.3125,25,"cil"
"B",35,813.8,0.3125,25,"cil"
"C",35,813.8,0.3125,25,"cil"
"C",35,813.8,0.3125,25,"cil"
"D",35,813.8,0.3125,25,"cil"
"B",36,834.3,0.3125,25,"cil"
"C",36,834.3,0.3125,25,"cil"
"C",36,834.3,0.3125,25,"cil"
"C",36,834.3,0.3125,25,"cil"
"B",37,857.8,0.3125,25,"cil"
"C",37,857.8,0.3125,25,"cil"
"D",37,857.8,0.3125,25,"cil"
"B",38,881.3,0.3125,25,"cil"
"B",39,911.8,0.3125,25,"cil"
"B",39,911.8,0.3125,25,"cil"
"C",39,911.8,0.3125,25,"cil"
"B",40,930.8,0.3125,25,"cil"
"B",40,930.8,0.3125,25,"cil"
"B",40,930.8,0.3125,25,"cil"
"C",40,930.8,0.3125,25,"cil"
