"Time","Temperature","Abundance"
1980.0577,6.9143,224.016
1980.0769,7.3907,213.3722
1980.0962,7.879,242.1457
1980.1154,8.3062,389.7145
1980.1346,8.1729,306.4647
1980.1538,7.8857,42
1980.1731,8.7859,91.0208
1980.1923,9.3924,256.9274
1980.2115,10.1076,356.3945
1980.2308,10.8714,372
1980.25,11.0831,846.0607
1980.2692,11.2772,1243.9402
1980.2885,11.4872,2026.5661
1980.3077,11.6431,3458.3966
1980.3269,12.1043,5897.3511
1980.3462,12.5,11086.278
1980.3654,12.6996,9209.8682
1980.3846,13.274,9406.7621
1980.4038,14.3714,12935.5508
1980.4231,13.4578,8097.9068
1980.4423,12.9248,5135.1975
1980.4615,12.7447,4331.5684
1980.4808,12.5286,4744.2828
1980.5,12.5041,3926.8977
1980.5192,12.4598,3303.6591
1980.5385,12.1968,2950.8051
1980.5577,12.1714,2833.68
1980.5769,11.6268,2464.662
1980.5962,10.9208,1943.9082
1980.6154,10.382,1235.951
1980.6346,9.7071,789.4203
1980.6538,8.4571,297.2973
1980.6731,8.5783,648.7988
1980.6923,8.613,1005.5689
1980.7115,8.0232,1165.9818
1980.7308,7.1,1081.081
1980.75,7.5662,1186.8363
1980.7692,7.676,1600.4356
1980.7885,7.6505,1658.7595
1980.8077,7.2905,1474.6051
1980.8269,6.4654,1281.8516
1980.8462,5.7,1288.9813
1980.8654,6.0061,802.7221
1980.8846,5.7967,350.2933
1980.9038,5.4778,20.79
1980.9231,5.7889,129.192
1980.9423,5.4444,217.201
1980.9615,5.6427,137.7362
1980.9808,5.7556,122.6874
1981,6.2671,170.7223
1981.0192,6.6053,207.1217
1981.0385,6.8667,341.3755
1981.0577,6.7487,456.9834
1981.0769,6.4556,345.6855
1981.0962,6.9391,246.9305
1981.1154,7.0017,235.9091
1981.1346,7.2222,323.4796
1981.1538,9.3222,561.3306
1981.1731,10.4027,2301.3359
1981.1923,11.7111,5530.1456
1981.2115,11.8804,3297.1745
1981.2308,12.2111,2494.8024
1981.25,12.0862,2512.231
