"Time","Temperature","Abundance"
2.2521,28.5106,0
2.2603,32.5106,2
2.2685,30.6656,1
2.2767,31.7581,1
2.2849,32.7546,0
2.2932,33.6085,0
2.3014,18.8375,0
2.3096,21.6465,0
2.3178,22.1852,0
2.326,19.0956,0
2.3342,12.9654,0
2.3425,18.1292,0
2.3507,22.3913,0
2.3589,22.15,0
2.3671,21.7544,2
2.3753,24.0656,1
2.3836,26.8131,0
2.3918,26.9075,0
2.4,27.6394,0
2.4082,27.4696,0
2.4164,24.3581,1
2.4247,28.0529,0
2.4329,27.4554,0
2.4411,30.1338,0
2.4493,29.3969,0
2.4575,26.7415,0
2.4658,30.999,0
2.474,29.6706,0
2.4822,32.1029,0
2.4904,28.1581,0
2.4986,28.6146,0
2.5068,26.6525,1
2.5151,29.3998,1
2.5233,30.7106,0
2.5315,33.8708,0
2.5397,33.5852,0
2.5479,33.1802,0
2.5562,33.5562,1
2.5644,32.8815,0
2.5726,32.0094,0
2.5808,31.2592,0
2.589,32.1431,0
2.5973,31.7719,0
2.6055,30.1717,1
2.6137,31.9885,0
2.6219,29.615,0
2.6301,30.8754,0
2.6384,28.0415,0
2.6466,32.4146,0
