"Time","Temperature","Abundance"
20.9167,4.4677,3.6043
21,4.07,3.4858
21.0833,3.66,3.6287
21.1667,7.21,3.9773
21.25,11.8997,3.8317
21.3333,15.78,3.8472
21.4167,19.35,3.5097
21.5,22.51,4.1252
21.5833,21.6972,4.2157
21.6667,19.25,4.3941
21.75,12.005,4.4901
21.8333,6.38,3.1367
21.9167,3.5683,3.2742
22,3.43,3.1878
22.0833,3.175,3.62
22.1667,5.873,3.5438
22.25,10.05,3.3409
22.3333,16.1,3.5225
22.4167,22.15,3.8292
22.5,23.59,4.1997
22.5833,19.59,4.4
22.6667,18.05,4.2973
22.75,13.535,4.4882
22.8333,5.72,3.7557
22.9167,2.5484,3.8242
23,2.0884,3.6397
23.0833,3.33,3.5958
23.1667,3.16,3.5185
23.25,12.375,3.3352
23.3333,18.58,3.8169
23.4167,23.96,4.6464
23.5,19.44,4.3764
23.5833,21.09,3.8297
23.6667,16.38,3.9177
23.75,12.85,3.9721
23.8333,9.29,3.8666
23.9167,5.9971,4.0325
24,5.465,3.9311
24.0833,6.42,3.8876
24.1667,11.52,3.8265
24.25,16.74,3.3368
24.3333,21.62,3.9559
24.4167,20.15,4.2856
24.5,23,3.5983
24.5833,18.31,3.9205
24.6667,17.05,4.136
24.75,10.74,3.876
24.8333,6.52,3.3809
24.9167,3.94,3.2237
25,3.83,3.3546
25.0833,5.02,3.4913
25.1667,8.01,3.4079
25.25,18.22,3.9811
25.3333,18.98,4.0029
25.4167,21.33,3.8048
25.5,22.97,3.9024
25.5833,18.53,3.6788
25.6667,14.79,3.7603
25.75,10.67,3.2389
25.8333,6.56,2.8536
25.9167,3.4318,3.4022
26,3.11,3.7407
26.0833,2.89,3.8507
26.1667,9.58,4.1534
26.25,16.54,4.2058
26.3333,20.9,4.1358
26.4167,21.3,4.3368
26.5,22.5247,4.1013
26.5833,20.24,4.1336
26.6667,16.8514,4.2614
26.75,12.62,4.0967
26.8333,7.87,3.7781
26.9167,3.78,2.7667
27,2.56,2.8082
27.0833,2.8,2.7995
27.1667,8.25,3.0058
27.25,12.94,3.0976
27.3333,19.44,4.1684
27.4167,24.43,4.2958
27.5,20.24,4.413
27.5833,17.14,4.3664
27.6667,14.9192,4.4417
27.75,11.845,3.5822
27.8333,6.54,3.7621
27.9167,4.08,2.8642
28,3.59,3.4693
28.0833,3.85,3.7794
28.1667,8.99,3.55
28.25,15.077,3.2056
28.3333,20.24,3.4778
28.4167,22.98,3.9973
28.5,21.74,4.5357
28.5833,21.24,3.9334
28.6667,16.19,3.7627
28.75,11.95,3.6072
28.8333,7.58,3.4167
28.9167,5.2,3.0665
29,3.5959,3.3781
29.0833,3.7,3.8873
29.1667,10.5,3.954
29.25,13.7,3.8913
29.3333,19.3,3.7314
29.4167,22.5,4.1082
29.5,23.9,3.9693
29.5833,19.6,4.5086
29.6667,16.6,3.9975
29.75,11.5,3.8107
29.8333,6.6,3.4526
29.9167,5.3,3.3966
30,4.1,3.4083
30.0833,3.2,3.6016
30.1667,4.5,3.7303
30.25,13.6,3.5035
30.3333,12.7,3.3784
30.4167,18.3,3.4629
30.5,25,3.7671
30.5833,20.6,3.8591
30.6667,15.8,3.7108
30.75,12.5,3.2448
30.8333,6.9,3.2947
30.9167,4.25,3.0054
31,4.4,3.232
31.0833,5.3,3.5612
31.1667,12.6,3.4512
31.25,13.3,3.0922
31.3333,18,3.7753
31.4167,22.1,4.2785
31.5,21.7,4.1595
31.5833,18.8,3.6247
31.6667,17.7,3.8851
31.75,13.8,3.693
31.8333,9.9,3.1782
31.9167,5.6,3.0324
32,4.5,2.8331
32.0833,3.9,3.2307
32.1667,10,3.3988
32.25,13.9,3.446
32.3333,18.9,3.4909
32.4167,27.2,3.6771
32.5,22.3,3.8297
32.5833,19.6,3.8495
32.6667,15.5,3.943
32.75,12.4,3.7961
32.8333,8.6,3.2346
32.9167,5.0945,3.173
33,4.2701,2.9088
33.0833,5.1475,3.6072
33.1667,8.7724,3.9381
33.25,13.9222,3.5484
33.3333,18.2792,3.2404
