"Time","Temperature","Abundance"
0.0027,10.67,13599.9979
0.0219,11.2623,14153.1974
0.0411,12.3067,19324.0234
0.0603,14.13,8571.0261
0.0795,15.06,3829.0238
0.0986,12.68,743.0056
0.1178,17.82,6856.9868
0.137,14.42,4799.9931
0.1562,16.52,3656.9991
0.1753,17.97,1599.9993
0.1945,19.19,457.0002
0.2137,18.93,114.0002
0.2329,18.8,229.0009
0.2521,20.37,800.0014
0.2712,18.82,229.001
0.2904,17.99,114.0005
0.3096,16.84,0
0.3288,17.51,685.9989
0.3479,19.44,457.0003
0.3671,18.13,114.0009
0.3863,17.94,913.9974
0.4055,16.53,0
0.4247,12.79,456.9993
0.4438,12.109,324.6185
0.463,11.449,222.6018
0.4822,10.7879,147.498
0.5014,10.3,228.9999
0.5205,8.6,114
0.5397,7.03,0
0.5589,5.05,56.9999
0.5781,6.13,0
0.5973,5.8141,2e-04
0.6164,3.37,28.9998
0.6356,1.98,0
0.6548,2.8021,9.735
0.674,3.47,0
0.6932,3.75,0
0.7123,3.74,85.9998
0.7315,3.43,0
0.7507,4.3763,72.4487
0.7699,4.7135,180.1475
0.789,4.2041,155.0799
0.8082,3.72,143.0003
0.8274,4.359,772.0065
0.8466,4.93,571.0004
0.8658,4.75,543.0004
0.8849,5.54,914.0006
0.9041,4.84,1257.0007
0.9233,6.1823,1551.293
0.9425,7.661,1821.9533
0.9616,9.2406,2067.2611
0.9808,10.8725,2279.21
1,12.5045,2438.2728
1.0192,14.09,2514.0079
1.0384,15.63,3886.0093
1.0575,14.86,914.0031
1.0767,15.4928,1125.2483
1.0959,16.0394,1237.8194
1.1151,15.65,2685.996
1.1342,17.36,800.0027
1.1534,12.75,914.0011
1.1726,15.55,229.0023
1.1918,15.07,114.0021
1.211,15.67,457.0012
1.2301,17.32,228.9999
1.2493,17.71,685.9986
1.2685,17.8134,329.0156
1.2877,17.6906,119.2621
1.3068,17.3466,16.0795
1.326,17.33,1142.9959
1.3452,17.0419,659.5913
1.3644,16.66,286.0005
1.3836,14.03,114.0002
1.4027,13.59,56.9998
1.4219,12.8436,75.1217
1.4411,12.1305,94.6253
1.4603,11.4419,119.9109
1.4795,10.7567,154.66
1.4986,10.05,199.9999
1.5178,9,86
1.537,8.12,85.9998
1.5562,6.83,0
1.5753,6.9,28.9998
1.5945,7.28,0
1.6137,7.0469,5.3632
1.6329,5.21,0
1.6521,3.934,4.7517
1.6712,2.84,29
1.6904,2.299,30.1699
1.7096,1.91,56.9999
1.7288,1.43,29
1.7479,1.8215,27.8444
1.7671,1.43,29.0001
1.7863,1.79,342.9998
1.8055,3.22,514.0012
1.8247,1.41,2456.9993
1.8438,0.82,2057.0039
1.863,3.51,1257.0062
1.8822,1.83,3885.998
1.9014,2.07,4570.9988
1.9205,4.43,1714.0038
1.9397,6.4529,2662.791
1.9589,7.625,3610.975
1.9781,8.8522,4639.508
1.9973,10.08,5713.9996
2.0164,11.12,6170.9943
2.0356,13.09,457.0028
2.0548,13.2746,2164.4603
2.074,13.351,4901.9806
2.0932,13.33,8456.9907
2.1123,13.77,2513.9991
2.1315,14.6,4113.9892
2.1507,16.2,5713.9842
2.1699,18.93,2056.9968
2.189,18.31,1828.9962
2.2082,18.4651,0.0031
2.2274,19.58,456.9974
2.2466,19.42,0
2.2658,18.54,0
2.2849,19.46,229.0015
2.3041,19.6,2742.9968
2.3233,17.72,457
2.3425,17.28,457.0003
2.3616,14.88,914.0016
2.3808,14.35,4570.9963
2.4,13.8541,2927.5383
2.4192,13.3811,1633.82
2.4384,12.9435,715.8711
2.4575,12.5359,176.0386
2.4767,12.14,0
2.4959,10.8018,112.3886
2.5151,8.77,0
2.5342,5.64,0
2.5534,7.24,0
2.5726,5.31,0
2.5918,5.48,0
2.611,3.71,0
2.6301,3.02,0
2.6493,1.6569,0.1881
2.6685,0.46,0
2.6877,0.62,0
2.7068,1.89,0
2.726,3.68,0
2.7452,4.76,0
2.7644,5.37,228.9991
2.7836,5.8368,383.1913
2.8027,4.9822,680.9828
2.8219,4.2459,969.5592
2.8411,4.571,1674.0412
2.8603,5.89,5942.9918
2.8795,5.49,3429.0027
2.8986,5.6,6742.9926
2.9178,7.19,4342.9986
2.937,7.205,7999.9948
2.9562,7.9999,7221.2464
2.9753,8.8555,6416.5895
2.9945,9.56,11999.9878
3.0137,11.9876,9442.5711
3.0329,12.98,21485.9924
3.0521,15.94,5943.0215
3.0712,15.8783,9707.393
3.0904,16.7972,4841.4375
3.1096,17.08,6170.9865
3.1288,18.75,6170.9846
3.1479,17.46,2513.9995
3.1671,15.81,457.0041
3.1863,18.06,4570.9988
3.2055,18.94,1371.0044
3.2247,17.14,1599.9988
3.2438,20.0034,1080.6722
3.263,19.7,1143.0007
3.2822,20.28,913.9976
3.3014,22.27,2056.9973
3.3205,21.37,457.0014
3.3397,20.1465,1817.9977
3.3589,19.43,9142.975
3.3781,16.99,1371.0002
3.3973,14.76,686.0011
3.4164,13.8066,1472.5449
3.4356,10.91,3199.9908
3.4548,8.13,1371.0001
3.474,8.68,457.0006
3.4932,8.44,343.0003
3.5123,6,456.9994
3.5315,6.03,0
3.5507,5.42,138.9882
3.5699,5.21,114.0001
3.589,4.96,0
3.6082,1.9437,9.6732
3.6274,-0.82,0
3.6466,-0.5139,0.025
3.6658,-0.0558,1.2032
3.6849,0.5618,11.4093
3.7041,1.3268,55.4358
3.7233,2.26,0
3.7425,3.05,56.9997
3.7616,0.48,56.9997
3.7808,0.32,0
3.8,-0.38,685.9979
3.8192,0.05,229.0003
3.8384,0.85,1600.0013
3.8575,3.1415,12847.7065
3.8767,4.1741,10973.4426
3.8959,5.1328,5875.5459
3.9151,6.25,2286.0033
3.9342,5.31,4571
3.9534,8.53,7543.0046
3.9726,9.28,5486.0192
3.9918,11.0049,9603.6318
4.011,11.64,23542.9848
4.0301,10.1,6400.0247
4.0493,12.98,3429.0141
4.0685,15.4476,6611.0382
4.0877,18.24,6399.991
4.1068,17.24,1829.0021
4.126,17.96,0
4.1452,15.6,3885.9908
4.1644,16.2771,954.2568
4.1836,16.91,0
4.2027,19.8,913.9965
4.2219,19.71,0
4.2411,21.34,456.9995
4.2603,19.84,685.9989
4.2795,20.37,1370.9979
4.2986,19.24,0
4.3178,17.08,2285.9962
4.337,16.6458,792.8472
4.3562,16.8,2285.9958
4.3753,16.394,831.2074
4.3945,15.23,0
4.4137,14.18,457.001
4.4329,10.79,228.9994
4.4521,10.52,1142.9953
4.4712,6.16,114.0005
4.4904,7.27,0
4.5096,7.3,0
4.5288,6.3327,0.0028
4.5479,7.12,0
4.5671,6.97,0
4.5863,6.1808,0.0051
4.6055,4.77,113.9996
4.6247,4.0583,71.4948
4.6438,3.4945,42.0377
4.663,3.1045,28.3105
4.6822,2.8942,30.5198
4.7014,2.85,57
4.7205,0.96,57
4.7397,1.16,56.9999
4.7589,3.82,113.9997
4.7781,3.1392,425.9987
4.7973,3.47,571.0005
4.8164,2.35,1142.9976
4.8356,2.46,0
4.8548,1.88,1771.0002
4.874,5.34,5485.9895
4.8932,5.3,4342.9964
4.9123,6.09,2857.0002
4.9315,6.8506,1831.4867
4.9507,7.87,2970.9956
4.9699,9.6474,1343.8465
4.989,10.63,4799.9929
5.0082,11.56,8913.9988
5.0274,12.16,9828.9972
5.0466,12.6267,3067.0751
5.0658,13.1133,2574.5216
5.0849,15.56,2742.9938
5.1041,15.8734,1052.0505
5.1233,15.04,5028.9867
5.1425,15.4,0
