"Time","Temperature","Abundance"
1,31.9232,2.0002
1.0822,24.2197,4.8825
1.1644,23.8967,4.0516
1.2466,20.1887,4.0001
1.3288,15.0071,6.5294
1.411,8.1304,3.4258
1.4932,3.4115,3.7795
1.5753,6.7906,2.0001
1.6575,12.7198,2.1149
1.7397,10.239,2.9501
1.8219,15.8448,2
1.9041,28.3125,1.7566
1.9863,30.0767,1.3846
2.0685,23.2244,2.7003
2.1507,19.9291,0.9665
2.2329,18.4819,0.1049
2.3151,15.3941,3.4174
2.3973,10.4635,3.9999
2.4795,8.1645,4
2.5616,8.5967,4.3585
2.6438,12.4321,3.9713
2.726,11.2524,1.6262
2.8082,18.4698,1.1966
2.8904,22.2336,1.9999
2.9726,23.6024,2.0001
3.0548,27.1821,3.5046
3.137,24.3986,5.9998
3.2192,21.2805,6.0001
3.3014,19.21,7.2458
3.3836,14.0065,8.9948
3.4658,8.6037,6.1092
3.5479,5.8666,5
3.6301,7.1853,3.5714
3.7123,10.5612,0.6005
3.7945,16.5174,0
3.8767,19.6455,1.4224
3.9589,26.0891,2.1009
4.0411,26.3246,1.5034
4.1233,23.9941,1.9998
4.2055,26.2866,0.2667
4.2877,22.3243,1.6193
4.3699,14.4695,0.6391
4.4521,6.5622,0.0186
4.5342,8.2957,0
4.6164,11.2076,0
4.6986,17.2542,1.6892
4.7808,21.1878,0.1206
4.863,22.1837,1.5634
4.9452,27.1507,0.1047
5.0274,23.2314,0
5.1096,22.5838,0.6486
5.1918,22.9013,0.0317
5.274,20.3251,0
5.3562,8.2839,1.6142
5.4384,6.9514,0.0321
5.5205,3.4829,0.2837
5.6027,3.0241,1
5.6849,14.0673,2.8856
5.7671,13.6247,2.9999
5.8493,20.6655,1.3688
5.9315,28.0693,0.0462
6.0137,30.5087,0
6.0959,28.3314,0
6.1781,24.9537,0
6.2603,20.3042,0
6.3425,16.9567,0
6.4247,12.049,0
6.5068,11.0292,0
6.589,10.4847,0
6.6712,13.9183,0
6.7534,14.7392,0
6.8356,21.7445,0
6.9178,23.1761,0
7,27.2783,0.0788
7.0822,24.9976,1.3244
7.1644,22.6376,2.214
7.2466,19.6928,3
7.3288,19.1433,2.8898
7.411,13.3529,2.0376
7.4932,4.3103,3.2961
7.5753,9.4515,0
7.6575,15.6656,0.0543
7.7397,16.7311,1.6621
7.8219,18.3207,0.3898
7.9041,24.2343,0.0731
7.9863,24.6604,1.6658
8.0685,27.6526,1.4342
8.1507,26.9936,1.1233
8.2329,23.1894,9.7682
8.3151,18.2565,7.7471
8.3973,7.1763,6.0002
8.4795,0.8414,6.3587
8.5616,5.4925,8.0625
8.6438,11.8978,9.8243
8.726,15.7656,11.0001
8.8082,14.8048,13.3897
8.8904,21.6119,16.0566
8.9726,24.9252,12.5522
9.0548,21.7519,10.0002
9.137,22.8207,12.2291
9.2192,25.0251,15.3357
9.3014,10.2637,10.7691
9.3836,11.0177,12.7763
9.4658,5.3324,13.0001
9.5479,6.2424,14.282
9.6301,8.9166,11.762
9.7123,11.3096,8.6589
9.7945,13.8617,6.7467
9.8767,16.4438,4.6354
9.9589,19.0484,5.3696
10.0411,21.6531,5.9942
10.1233,24.2578,5.1316
10.2055,26.8626,6.7874
10.2877,19.7669,9.2896
10.3699,12.4157,6.7358
10.4521,6.4796,6.7773
10.5342,10.8224,10.7011
10.6164,12.8456,7.7258
10.6986,14.6092,4.9582
10.7808,17.4367,4.0734
10.863,22.9993,4.9769
10.9452,25.4781,2.9077
11.0274,25.317,1.2858
11.1096,25.156,0.3165
11.1918,24.8972,6e-04
11.274,19.0282,2.2689
11.3562,16.7742,5.2365
11.4384,4.9355,2.0002
11.5205,4.66,2
11.6027,8.7895,2.1265
11.6849,14.0002,3.3427
11.7671,19.2109,4.8322
11.8493,23.7255,4.6855
11.9315,25.6677,2.5163
12.0137,22.9353,6.4309
12.0959,24.8194,8.5557
12.1781,25.6298,10.3201
12.2603,23.1194,11.1971
12.3425,13.6505,12.2578
12.4247,7.6067,13.3576
12.5068,9.468,12.6882
12.589,12.4154,9.8626
12.6712,15.3628,7.3919
12.7534,18.1231,5.1771
12.8356,22.6766,3.1849
12.9178,28.2416,2.6118
13,28.706,5.6832
13.0822,29.1704,9.9329
13.1644,28.6661,12.3549
13.2466,21.8096,11.7822
13.3288,14.7791,14.7642
13.411,12.6002,9.9017
13.4932,10.4805,5.8283
13.5753,8.3609,2.8277
13.6575,7.9452,3.6252
13.7397,8.5081,5.4911
13.8219,9.071,3.9264
13.9041,9.6339,2.4309
13.9863,10.1968,2.5052
14.0685,10.7596,1.7006
14.1507,11.3224,1.1792
14.2329,11.8852,2.8037
14.3151,12.448,6.7939
14.3973,13.0108,7.185
14.4795,13.5736,2.5278
14.5616,14.1363,4.9049
14.6438,10.103,7.3206
14.726,7.6795,9.666
14.8082,18.5962,15.8051
14.8904,24.7843,17.1434
14.9726,25.3218,15.2895
15.0548,26.1756,11.5723
15.137,27.648,10.0218
15.2192,26.2182,14.1393
15.3014,20.751,14.1238
15.3836,13.1607,6.347
15.4658,8.6901,5.0001
15.5479,7.7509,5
15.6301,11.4601,4.0831
15.7123,18.5381,3.0001
15.7945,21.9432,3.0003
15.8767,25.0995,3.0159
15.9589,23.8589,3.3209
16.0411,22.6183,3.64
16.1233,21.3776,3.9732
16.2055,24.308,1.3588
16.2877,20.5173,4.9536
16.3699,15.1523,4.4554
16.4521,10.0985,3.8861
16.5342,7.3346,3.0328
16.6164,9.5716,2.1943
16.6986,12.0227,1.4877
16.7808,14.9212,1.1303
16.863,20.1542,2.1188
16.9452,25.3483,3.2398
17.0274,29.1981,3.8526
17.1096,24.9723,3.5474
17.1918,23.1127,6
17.274,21.1445,8.5322
17.3562,13.6778,14.8521
17.4384,4.0857,9.0335
17.5205,9.7947,9.7991
17.6027,9.6126,5.6784
17.6849,15.7492,2.9322
17.7671,16.6067,4.5823
17.8493,19.7254,2.6166
17.9315,25.7307,1.2288
18.0137,28.7565,0.1228
18.0959,27.3897,0
18.1781,22.2482,0
18.2603,17.4198,0
18.3425,14.9339,0.8847
18.4247,13.1128,2.3608
18.5068,11.9185,2.2844
18.589,11.5857,2.7651
18.6712,16.797,5.1233
18.7534,15.4696,5.6547
18.8356,18.5155,8.2
18.9178,26.8955,8.0737
19,28.2806,8.3614
19.0822,26.3337,13.3516
19.1644,25.2886,19.4949
19.2466,22.0906,21.6669
19.3288,18.2195,23.9542
19.411,7.8388,16.1262
19.4932,4.3349,9.2823
19.5753,9.5403,6.7163
19.6575,9.949,7.953
19.7397,15.1574,6.7398
19.8219,19.1242,6.8305
19.9041,25.4475,8.4373
19.9863,28.7973,8.0181
20.0685,22.8917,4.0842
20.1507,20.186,5.7908
20.2329,20.4939,6.9505
20.3151,20.3244,7.988
20.3973,8.8767,1.0002
20.4795,6.319,1.2882
20.5616,12.4475,3.9704
20.6438,12.4383,2.0572
20.726,19.5452,3.0983
20.8082,18.3746,3.9347
20.8904,20.7137,1.9657
20.9726,23.8749,1.0001
21.0548,27.9425,1.0001
21.137,23.7685,1.9941
21.2192,23.4305,1.0572
21.3014,21.6979,2.1279
21.3836,11.7172,2.4858
21.4658,7.7689,1.1975
21.5479,7.4729,1.877
21.6301,9.66,0.6746
21.7123,14.188,0.0403
21.7945,18.3125,0.8592
21.8767,21.1261,0.0105
21.9589,24.1854,0.7409
22.0411,26.4373,1.4717
22.1233,26.5051,0.2194
22.2055,24.6685,0
22.2877,19.6056,0
22.3699,14.0283,0.0703
22.4521,7.2837,1.2807
22.5342,3.5252,1.4805
22.6164,8.4348,0.0497
22.6986,18.4082,0.9999
22.7808,23.7922,1
22.863,24.8373,0.7562
22.9452,28.3183,0.1113
23.0274,28.8783,0
23.1096,26.5558,0
23.1918,25.9862,0.3863
23.274,21.6615,1.9999
23.3562,19.2841,1.2377
23.4384,16.5275,0.4174
23.5205,13.7707,0.0322
23.6027,10.4246,0.4061
23.6849,13.6073,0.0129
23.7671,20.9167,0.9468
23.8493,24.7055,1.6499
23.9315,25.9633,1.1288
24.0137,25.3406,1.0001
24.0959,24.1415,1.4147
24.1781,19.5107,3.2536
24.2603,15.7681,4.7264
24.3425,13.6959,4.9995
24.4247,11.8592,0.0704
24.5068,0.3891,1.7458
24.589,3.676,0.432
24.6712,13.1582,0.4484
24.7534,18.0411,0.0889
24.8356,17.6969,1.1015
24.9178,21.4909,0.703
25,27.0811,0.0065
25.0822,25.7135,0.1471
25.1644,23.5214,0.6599
25.2466,19.429,1.0001
25.3288,13.8572,1
25.411,10.5248,1.4471
25.4932,7.5441,1.9677
25.5753,10.24,1.0756
25.6575,13.4904,1.9572
25.7397,16.8334,0.0051
25.8219,19.191,3.339
25.9041,29.3539,0.0126
25.9863,29.4622,1.0024
26.0685,21.4819,2.654
26.1507,25.9809,3.8896
26.2329,19.9302,3.0296
26.3151,21.1004,7.8637
26.3973,9.528,5.1042
26.4795,9.0805,6.1448
26.5616,10.0988,6.3148
