"Time","Temperature","Abundance"
0.0082,21.155,26
0.0164,18.0608,194
0.0247,17.24,51
0.0329,20.2017,35
0.0411,16.3796,19
0.0493,19.391,15
0.0575,20.7912,12
0.0658,23.2508,27
0.074,20.0402,21
0.0822,19.1967,24
0.0904,25.066,36
0.0986,20.9196,16
0.1068,23.2844,183
0.1151,20.3002,97
0.1233,19.8275,60
0.1315,20.4063,34
0.1397,22.7694,31
0.1479,24.7873,43
0.1562,27.6765,9
0.1644,20.6171,24
0.1726,20.6171,16
0.1808,28.6375,7
0.189,27.3277,10
0.1973,30.5056,12
0.2055,25.1488,13
0.2137,30.5056,9
0.2219,22.2481,140
0.2301,25.1304,24
0.2384,24.3452,36
0.2466,26.544,14
0.2548,25.8915,40
0.263,24.0608,10
0.2712,24.9438,6
0.2795,24.6165,9
0.2877,26.1913,9
0.2959,25.2437,12
0.3041,18.8746,104
0.3123,23.4433,103
0.3205,20.1454,53
0.3288,16.4198,26
0.337,20.5733,19
0.3452,16.3796,31
0.3534,19.39,14
0.3616,22.2,10
0.3699,23.25,7
0.3781,20.04,3
0.3863,23.815,9
0.3945,19.195,1
0.4027,22.655,2
0.411,24.7458,0
0.4192,23.2844,84
0.4274,19.2223,42
0.4356,19.8275,39
0.4438,20.4063,22
0.4521,23.6971,7
0.4603,24.7873,0
0.4685,24.2336,19
0.4767,24.2336,16
0.4849,28.8438,31
0.4932,28.3569,29
0.5014,28.8438,2
0.5096,28.3569,2
0.5178,30.539,2
0.526,31.0319,0
0.5342,22.2481,1
0.5425,22.2498,82
0.5507,25.2419,29
0.5589,26.544,29
0.5671,24.6796,54
0.5753,25.896,69
0.5836,24.6646,32
0.5918,25.7396,30
0.6,25.2437,19
0.6082,23.7285,11
0.6164,15.17,46
0.6247,21.05,41
0.6329,21.4,52
0.6411,18.9,21
0.6493,19.3098,18
0.6575,18.8922,21
0.6658,19.9379,5
0.674,20.391,6
0.6822,19.5676,125
0.6904,21.3523,121
0.6986,23.0138,48
0.7068,22.5181,32
0.7151,26.1846,58
0.7233,21.29,61
0.7315,20.08,23
0.7397,19.63,5
0.7479,22.32,10
0.7562,25.26,36
0.7644,23.88,50
0.7726,25.92,62
0.7808,27.6,62
0.789,28.44,17
0.7973,26.01,15
0.8055,27.2,12
0.8137,25.56,11
0.8219,24.9,143
0.8301,27.36,56
0.8384,26.98,18
0.8466,27.07,30
0.8548,28.77,28
0.863,23.2,27
0.8712,22.29,23
0.8795,25.54,177
0.8877,25.9,91
0.8959,23.73,28
0.9041,24.23,29
0.9123,24.29,24
0.9205,16.2367,63
0.9288,23.3635,81
0.937,16.0431,61
0.9452,25.5998,31
0.9534,16.7744,34
0.9616,19.7219,75
0.9699,31.7352,24
0.9781,32.7065,18
0.9863,27.6894,5
0.9945,29.4625,52
1.0027,24.5246,26
1.011,23.0569,6
1.0192,17.145,4
1.0274,26.4673,2
1.0356,25.5796,7
1.0438,34.285,3
1.0521,31.1881,7
1.0603,33.8358,81
1.0685,36.6006,69
1.0767,27.381,51
1.0849,29.6515,45
1.0932,26.6288,54
1.1014,33.415,25
1.1096,30.4727,12
1.1178,33.3871,11
1.126,35.0494,64
1.1342,34.8369,66
1.1425,34.7629,28
1.1507,30.5888,16
1.1589,23.9548,10
1.1671,35.2527,12
1.1753,22.8781,45
1.1836,25.2621,94
1.1918,15.7856,35
1.2,23.4565,29
1.2082,21.1667,21
1.2164,18.3027,25
1.2247,29.5154,25
1.2329,33.4467,8
1.2411,29.5923,9
1.2493,30.0454,257
1.2575,29.0894,45
1.2658,24.8238,24
1.274,22.9977,33
1.2822,26.4758,5
1.2904,25.7908,7
1.2986,27.0663,1
1.3068,29.6335,9
1.3151,28.4544,20
1.3233,29.064,19
1.3315,32.4656,23
1.3397,34.196,31
1.3479,35.5152,27
1.3562,34.371,19
1.3644,36.3888,10
1.3726,36.5846,4
1.3808,33.1002,6
1.389,31.5927,8
1.3973,32.5417,2
1.4055,30.8913,6
1.4137,33.2256,6
1.4219,32.3694,2
1.4301,34.5142,2
1.4384,36.0656,62
1.4466,36.1746,26
1.4548,36.5037,44
1.463,35.5606,16
1.4712,34.5323,10
1.4795,32.6521,9
1.4877,31.8471,4
1.4959,31.6042,5
1.5041,31.6817,4
1.5123,33.1275,3
1.5205,37.089,6
1.5288,38.6971,3
1.537,23.435,38
1.5452,21.246,82
1.5534,23.5867,183
1.5616,20.8927,51
1.5699,22.1331,44
1.5781,20.2754,46
1.5863,23.4165,20
1.5945,25.366,9
1.6027,25.9583,11
1.611,25.7035,44
1.6192,28.9337,55
1.6274,26.8612,42
1.6356,24.975,26
1.6438,26.0925,32
1.6521,23.9783,11
1.6603,23.2181,7
1.6685,21.6283,19
1.6767,26.4696,8
1.6849,26.1619,10
1.6932,28.1667,21
1.7014,30.1433,28
1.7096,32.0948,37
1.7178,32.1198,103
1.726,33.421,63
1.7342,33.6621,33
1.7425,31.6548,47
1.7507,32.0948,32
1.7589,30.9602,42
1.7671,32.2246,56
1.7753,31.9117,57
1.7836,30.8494,34
1.7918,31.1888,51
1.8,28.084,13
1.8082,30.49,13
1.8164,32.6006,19
1.8247,29.8642,19
1.8329,26.7658,141
1.8411,29.7735,49
1.8493,28.6017,14
1.8575,29.4837,45
1.8658,28.9787,33
1.874,28.679,32
1.8822,27.4367,8
1.8904,32.26,4
1.8986,29.6308,12
1.9068,30.2433,4
1.9151,31.81,1
1.9233,31.485,2
1.9315,29.4083,5
1.9397,26.2504,14
1.9479,26.9081,25
1.9562,25.1996,25
1.9644,27.7213,35
1.9726,30.9202,13
1.9808,31.5044,15
1.989,29.7648,16
1.9973,22.7019,22
2.0055,23.5337,29
2.0137,24.1875,26
2.0219,24.6979,19
2.0301,24.7423,9
2.0384,27.4325,8
2.0466,19.9029,13
2.0548,20.9731,1
2.063,26.7937,5
2.0712,25.2042,4
2.0795,21.3929,19
2.0877,23.1021,3
2.0959,26.5506,3
2.1041,29.3306,7
2.1123,30.8863,6
2.1205,30.8838,9
2.1288,32.3721,9
2.137,26.8179,14
2.1452,23.9881,29
2.1534,24.6398,16
2.1616,28.8056,24
2.1699,29.4596,43
2.1781,24.7783,25
2.1863,30.9585,56
2.1945,29.0465,57
2.2027,33.2535,45
2.211,32.99,26
2.2192,32.6273,18
2.2274,32.384,9
2.2356,33.2592,3
2.2438,24.985,4
2.2521,28.5106,5
2.2603,32.5106,42
2.2685,30.6656,14
2.2767,31.7581,37
2.2849,32.7546,10
2.2932,33.6085,19
2.3014,18.8375,1
2.3096,21.6465,7
2.3178,22.1852,6
2.326,19.0956,7
2.3342,12.9654,9
2.3425,18.1292,16
2.3507,22.3913,16
2.3589,22.15,25
2.3671,21.7544,18
2.3753,24.0656,15
2.3836,26.8131,18
2.3918,26.9075,7
2.4,27.6394,9
2.4082,27.4696,9
2.4164,24.3581,2
2.4247,28.0529,4
2.4329,27.4554,3
2.4411,30.1338,2
2.4493,29.3969,4
2.4575,26.7415,0
2.4658,30.999,1
2.474,29.6706,0
2.4822,32.1029,1
2.4904,28.1581,7
2.4986,28.6146,10
2.5068,26.6525,7
2.5151,29.3998,13
2.5233,30.7106,5
2.5315,33.8708,9
2.5397,33.5852,6
2.5479,33.1802,6
2.5562,33.5562,12
2.5644,32.8815,13
2.5726,32.0094,3
2.5808,31.2592,3
2.589,32.1431,4
2.5973,31.7719,5
2.6055,30.1717,4
2.6137,31.9885,8
2.6219,29.615,5
2.6301,30.8754,14
2.6384,28.0415,6
2.6466,32.4146,12
