"Time","Temperature","Abundance"
1980.0577,6.9143,556313.24
1980.0769,7.3907,635574.9388
1980.0962,7.879,591381.7074
1980.1154,8.3062,516431.4418
1980.1346,8.1729,569589.219
1980.1538,7.8857,694256
1980.1731,8.7859,630606.251
1980.1923,9.3924,603541.6645
1980.2115,10.1076,534675.6794
1980.2308,10.8714,410976
1980.25,11.0831,348438.4015
1980.2692,11.2772,294868.7673
1980.2885,11.4872,320766.4852
1980.3077,11.6431,363270.3956
1980.3269,12.1043,272247.625
1980.3462,12.5,145031.18
1980.3654,12.6996,147349.0698
1980.3846,13.274,117130.4513
1980.4038,14.3714,75675.672
1980.4231,13.4578,126494.9465
1980.4423,12.9248,177517.3516
1980.4615,12.7447,184790.312
1980.4808,12.5286,153984.75
1980.5,12.5041,171856.7575
1980.5192,12.4598,197986.0705
1980.5385,12.1968,235682.9333
1980.5577,12.1714,254469.86
1980.5769,11.6268,266160.9044
1980.5962,10.9208,298363.9891
1980.6154,10.382,238357.3923
1980.6346,9.7071,167154.3526
1980.6538,8.4571,160440.75
1980.6731,8.5783,216979.2306
1980.6923,8.613,265501.1469
1980.7115,8.0232,387028.0415
1980.7308,7.1,622037.4
1980.75,7.5662,439256.6698
1980.7692,7.676,298995.911
1980.7885,7.6505,177239.8649
1980.8077,7.2905,123493.2043
1980.8269,6.4654,109771.7086
1980.8462,5.7,75081.672
1980.8654,6.0061,106414.0737
1980.8846,5.7967,143265.6708
1980.9038,5.4778,111825.368
1980.9231,5.7889,142289.5807
1980.9423,5.4444,264102.56
1980.9615,5.6427,305345.6717
1980.9808,5.7556,336936.94
1981,6.2671,404895.7842
1981.0192,6.6053,427434.9306
1981.0385,6.8667,411076.9
1981.0577,6.7487,329942.9944
1981.0769,6.4556,214968.82
1981.0962,6.9391,302723.3119
1981.1154,7.0017,411772.3292
1981.1346,7.2222,363679.84
1981.1538,9.3222,389979.22
1981.1731,10.4027,592012.9104
1981.1923,11.7111,821205.88
1981.2115,11.8804,601338.257
1981.2308,12.2111,530790
1981.25,12.0862,475029.9459
1981.2692,12.2656,337584.8787
1981.2885,12.3,159313.92
1981.3077,12.8131,106814.6862
1981.3269,13.5778,54459.46
1981.3462,13.9797,62575.8537
1981.3654,14.9222,27891.89
1981.3846,14.2189,43666.4833
1981.4038,13.6234,58083.5769
1981.4231,13.5667,19230.77
1981.4423,13.8548,28503.6218
1981.4615,13.7778,38785.864
1981.4808,14.1247,64870.4573
1981.5,14.9778,64948.024
1981.5192,14.3665,102204.7926
1981.5385,14.2667,110702.7
1981.5577,13.4307,154775.2193
1981.5769,12.8333,152123.54
1981.5962,12.2041,220636.103
1981.6154,11.8444,364033.28
1981.6346,10.078,324214.7443
1981.6538,8.4,276523.9
1981.6731,8.8429,264061.2672
1981.6923,8.8186,295241.1929
1981.7115,8.889,245847.1408
1981.7308,8.8551,160420.0035
1981.75,8.2302,144383.7362
1981.7692,7.6097,171773.8828
1981.7885,7.2419,200040.6834
1981.8077,6.7346,204798.6502
1981.8269,6.1333,170762.5451
1981.8462,6.3237,140585.7459
1981.8654,6.1867,124853.4085
1981.8846,6.1787,111406.7779
1981.9038,6.0889,149621.62
1981.9231,5.9299,136383.008
1981.9423,5.9,59725.57
1981.9615,6.1792,87368.6616
1981.9808,5.9667,105710.328
1982,6.1702,166689.3178
1982.0192,6.3,191735.968
1982.0385,6.4198,341540.9174
1982.0577,6.6671,523489.2709
1982.0769,7.1333,664428.24
1982.0962,7.4258,594575.2382
1982.1154,7.6222,480282.76
1982.1346,8.3109,512242.4606
1982.1538,8.8348,593935.0109
1982.1731,9.6444,597960
1982.1923,10.9051,620943.543
1982.2115,11.8889,713276
1982.2308,12.5705,1036377.8458
1982.25,13.8444,1469438.6
1982.2692,13.4792,727563.3471
1982.2885,13.5778,300174.66
1982.3077,13.6512,208747.9295
1982.3269,13.8333,134303.532
1982.3462,13.9316,174704.1801
1982.3654,14.4333,180623.68
1982.3846,14.7966,169755.7908
1982.4038,15.4778,120498.968
1982.4231,14.8334,124996.3601
1982.4423,14.2063,174454.3066
1982.4615,13.9556,184349.26
1982.4808,14.3452,214423.1388
1982.5,14.5333,288149.68
1982.5192,13.9496,334438.9388
1982.5385,13.8556,359714.6
1982.5577,12.7918,404838.9703
1982.5769,11.8778,610727.6
1982.5962,11.4814,544962.3981
1982.6154,11.1556,545239.12
1982.6346,10.8805,447854.715
1982.6538,10.5923,392179.9425
1982.6731,9.9667,390686.06
1982.6923,9.5547,251231.5871
1982.7115,9.2154,223539.2586
1982.7308,8.7778,257255.72
1982.75,8.3923,241851.9161
1982.7692,8.0962,173998.9211
1982.7885,7.4573,153361.2365
1982.8077,7.07,143256.8294
1982.8269,7,133080.44
1982.8462,6.6782,147655.9485
1982.8654,6.456,179145.2351
1982.8846,6.4241,205199.1533
1982.9038,6.3598,194688.4026
1982.9231,6.4267,141368.0235
1982.9423,6.3626,113946.9146
1982.9615,6.0111,103303.304
1982.9808,6.0322,128559.4227
1983,6.1871,128174.3173
1983.0192,6.0444,112116.554
1983.0385,6.1491,130029.6346
1983.0577,6.3,68351.46
1983.0769,6.8329,144243.4531
1983.0962,7.5222,186922.39
1983.1154,8.4594,368348.1512
1983.1346,9.2111,551662.56
1983.1538,8.8931,539801.7566
1983.1731,8.6667,500554
1983.1923,9.5494,574104.8012
1983.2115,10.3889,525201.6587
1983.2308,10.7418,543453.3084
1983.25,10.6333,718392
1983.2692,11.6189,607618.9718
1983.2885,12.7778,510848.24
1983.3077,13.3474,345036.9835
1983.3269,14.1333,156216.22
1983.3462,15.0784,130932.5517
1983.3654,16.0778,123875.26
1983.3846,15.015,160819.6532
1983.4038,14.2651,190339.3754
1983.4231,13.3,181621.62
1983.4423,14.5293,246552.8483
1983.4615,15.8222,334054.06
1983.4808,14.8714,243331.9586
1983.5,14.2556,167384.62
